35.500004,15.0,0.0030352222,12.0
35.66667,15.0,0.0033438888,1.0
35.83334,15.0,0.002880889,72.0
36.000008,15.0,0.0030866668,6.0
36.166676,15.0,0.0032410002,77.0
36.333344,15.0,0.0029323334,61.0
36.50001,15.0,0.0032924444,61.0
36.66668,15.0,0.0031895554,70.0
36.833347,15.0,0.0032410002,8.0
35.500004,15.166667,0.0033953332,47.0
35.66667,15.166667,0.0029323334,12.0
35.83334,15.166667,0.0032410002,5.0
36.000008,15.166667,0.0031381112,58.0
36.166676,15.166667,0.002880889,55.0
36.333344,15.166667,0.0031895554,76.0
36.50001,15.166667,0.0031381112,36.0
36.66668,15.166667,0.0030866668,75.0
36.833347,15.166667,0.0029837778,10.0
35.500004,15.333334,0.0032410002,84.0
35.66667,15.333334,0.0029837778,38.0
35.83334,15.333334,0.0030866668,21.0
36.000008,15.333334,0.0029837778,77.0
36.166676,15.333334,0.0031895554,31.0
36.333344,15.333334,0.0033438888,47.0
36.50001,15.333334,0.0029323334,53.0
36.66668,15.333334,0.0031381112,2.0
36.833347,15.333334,0.0029323334,25.0
35.0,15.500001,0.0031895554,63.0
35.166668,15.500001,0.0031381112,47.0
35.333336,15.500001,0.0033953332,2.0
35.0,15.666668,0.0029837778,78.0
35.166668,15.666668,0.0030352222,44.0
35.333336,15.666668,0.0032410002,76.0
35.0,15.833335,0.0033953332,32.0
35.166668,15.833335,0.0029323334,10.0
35.333336,15.833335,0.0030866668,85.0
35.0,16.000002,0.0031895554,75.0
35.166668,16.000002,0.0033438888,58.0
35.333336,16.000002,0.002880889,9.0
35.0,16.166668,0.0029837778,21.0
35.166668,16.166668,0.0033953334,46.0
35.333336,16.166668,0.0030352222,66.0
35.0,16.333334,0.0030866668,82.0
35.166668,16.333334,0.0030352222,58.0
35.333336,16.333334,0.002880889,84.0
35.0,16.5,0.0030866668,11.0
35.166668,16.5,0.0029323334,67.0
35.333336,16.5,0.0031381112,15.0
35.0,16.666666,0.0029837778,79.0
35.166668,16.666666,0.0030866668,86.0
35.333336,16.666666,0.0031381112,3.0
35.0,16.833332,0.0032410002,76.0
35.166668,16.833332,0.0030352222,73.0
35.333336,16.833332,0.0033438888,50.0
35.0,16.999998,0.0032410002,81.0
35.166668,16.999998,0.0031895554,25.0
35.333336,16.999998,0.0031895554,82.0
36.333344,16.833332,0.0033438888,84.0
36.50001,16.833332,0.0029837778,16.0
36.66668,16.833332,0.0033953332,43.0
36.833347,16.833332,0.0033438888,41.0
35.500004,16.999998,0.0031895554,66.0
35.66667,16.999998,0.002880889,61.0
35.83334,16.999998,0.0031381112,83.0
36.000008,16.999998,0.0029837778,29.0
36.166676,16.999998,0.0033438888,10.0
36.333344,16.999998,0.0033953332,67.0
36.50001,16.999998,0.0033953332,58.0
36.66668,16.999998,0.0033438888,53.0
36.833347,16.999998,0.0030866668,45.0
35.500004,16.666666,0.0032410002,0.0
35.66667,16.666666,0.0033438888,39.0
35.83334,16.666666,0.0033438888,10.0
36.000008,16.666666,0.0031895554,15.0
36.166676,16.666666,0.0033953332,3.0
36.333344,16.666666,0.0032410002,50.0
36.50001,16.666666,0.0033953332,57.0
36.66668,16.666666,0.0030352222,90.0
36.833347,16.666666,0.0029837778,25.0
35.500004,16.833332,0.0031895554,32.0
35.66667,16.833332,0.0032924444,43.0
35.83334,16.833332,0.0031381112,40.0
36.000008,16.833332,0.0029323334,17.0
36.166676,16.833332,0.0029837778,15.0
35.66667,16.333334,0.0031381112,58.0
35.83334,16.333334,0.0029323334,42.0
36.000008,16.333334,0.0029323334,20.0
36.166676,16.333334,0.0033438888,42.0
36.333344,16.333334,0.0030352222,89.0
36.50001,16.333334,0.0031381112,37.0
36.66668,16.333334,0.0033953332,80.0
36.833347,16.333334,0.0031381112,27.0
35.500004,16.5,0.0032410002,72.0
35.66667,16.5,0.0031381112,36.0
35.83334,16.5,0.0031381112,48.0
36.000008,16.5,0.002880889,28.0
36.166676,16.5,0.0029837778,48.0
36.333344,16.5,0.0031895554,84.0
36.50001,16.5,0.0031895554,87.0
36.66668,16.5,0.0031381112,59.0
36.833347,16.5,0.0031895554,80.0
36.333344,16.000002,0.0032410002,34.0
36.50001,16.000002,0.0030352222,64.0
36.66668,16.000002,0.0029323334,48.0
36.833347,16.000002,0.0032410002,54.0
35.500004,16.166668,0.0032924444,6.0
35.66667,16.166668,0.0031895554,2.0
35.83334,16.166668,0.002880889,38.0
36.000008,16.166668,0.0031381112,33.0
36.166676,16.166668,0.0029837778,36.0
36.333344,16.166668,0.0029323334,3.0
36.50001,16.166668,0.002880889,6.0
36.66668,16.166668,0.0032410002,85.0
36.833347,16.166668,0.0031895554,73.0
35.500004,16.333334,0.0030866668,47.0
35.500004,15.833335,0.0033438888,10.0
35.66667,15.833335,0.0029837778,31.0
35.83334,15.833335,0.0031381112,4.0
36.000008,15.833335,0.003086667,19.0
36.166676,15.833335,0.0032410002,17.0
36.333344,15.833335,0.0030866668,67.0
36.50001,15.833335,0.0030866668,16.0
36.66668,15.833335,0.0033438888,33.0
36.833347,15.833335,0.0032410002,26.0
35.500004,16.000002,0.0029323334,51.0
35.66667,16.000002,0.0032410002,65.0
35.83334,16.000002,0.0032924444,15.0
36.000008,16.000002,0.0029323334,26.0
36.166676,16.000002,0.0033438888,42.0
35.66667,15.500001,0.0029837778,44.0
35.83334,15.500001,0.002880889,57.0
36.000008,15.500001,0.0031381112,63.0
36.166676,15.500001,0.0029837778,63.0
36.333344,15.500001,0.0033953332,62.0
36.50001,15.500001,0.0032924444,43.0
36.66668,15.500001,0.0032924444,50.0
36.833347,15.500001,0.0033953332,23.0
35.500004,15.666668,0.0031381112,57.0
35.66667,15.666668,0.0030866668,48.0
35.83334,15.666668,0.0031895554,56.0
36.000008,15.666668,0.0032924444,31.0
36.166676,15.666668,0.0033953332,28.0
36.333344,15.666668,0.0033438888,28.0
36.50001,15.666668,0.002880889,58.0
36.66668,15.666668,0.0029837778,57.0
36.833347,15.666668,0.0032924444,42.0
35.0,15.333334,0.0033953332,70.0
35.166668,15.333334,0.0031895554,51.0
35.333336,15.333334,0.0032410002,50.0
35.500004,15.500001,0.0030866668,68.0
35.0,15.0,0.0030352222,44.0
35.166668,15.0,0.0033438888,21.0
35.333336,15.0,0.0033953332,16.0
35.0,15.166667,0.0029837778,64.0
35.166668,15.166667,0.0029323334,42.0
35.333336,15.166667,0.0033438888,51.0
