35.500004,15.0,0.002880889,56.0
35.66667,15.0,0.0031895554,55.0
35.83334,15.0,0.0032410002,75.0
36.000008,15.0,0.0030352222,57.0
36.166676,15.0,0.0032924444,7.0
36.333344,15.0,0.0030352222,35.0
36.50001,15.0,0.0029323334,78.0
36.66668,15.0,0.0030352222,79.0
36.833347,15.0,0.0031381112,4.0
35.500004,15.166667,0.0029837778,27.0
35.66667,15.166667,0.002880889,34.0
35.83334,15.166667,0.0033953332,57.0
36.000008,15.166667,0.0030352222,85.0
36.166676,15.166667,0.003086667,19.0
36.333344,15.166667,0.0029837776,47.0
36.50001,15.166667,0.0030866668,78.0
36.66668,15.166667,0.0032924444,55.0
36.833347,15.166667,0.002880889,75.0
35.500004,15.333334,0.0031381112,26.0
35.66667,15.333334,0.002880889,4.0
35.83334,15.333334,0.002880889,64.0
36.000008,15.333334,0.0030352222,5.0
36.166676,15.333334,0.0029837778,82.0
36.333344,15.333334,0.0029323334,11.0
36.50001,15.333334,0.0033953332,54.0
36.66668,15.333334,0.0031895554,35.0
36.833347,15.333334,0.0031895554,26.0
35.0,15.500001,0.0030352222,37.0
35.166668,15.500001,0.0029323334,15.0
35.333336,15.500001,0.002880889,79.0
35.0,15.666668,0.0032924444,18.0
35.166668,15.666668,0.0032924444,24.0
35.333336,15.666668,0.002880889,83.0
35.0,15.833335,0.0031895554,81.0
35.166668,15.833335,0.0031895554,53.0
35.333336,15.833335,0.0029837778,35.0
35.0,16.000002,0.002880889,52.0
35.166668,16.000002,0.0032924444,56.0
35.333336,16.000002,0.0033953332,79.0
35.0,16.166668,0.0031895554,64.0
35.166668,16.166668,0.0029323334,9.0
35.333336,16.166668,0.0033953332,78.0
35.0,16.333334,0.0030866668,52.0
35.166668,16.333334,0.0033438888,33.0
35.333336,16.333334,0.0032410002,36.0
35.0,16.5,0.0031895554,14.0
35.166668,16.5,0.0031895554,32.0
35.333336,16.5,0.0030866668,29.0
35.0,16.666666,0.0031895554,23.0
35.166668,16.666666,0.0032924444,17.0
35.333336,16.666666,0.002880889,40.0
35.0,16.833332,0.0032924444,82.0
35.166668,16.833332,0.0033438888,87.0
35.333336,16.833332,0.0032410002,45.0
35.0,16.999998,0.0032410002,63.0
35.166668,16.999998,0.0030866668,77.0
35.333336,16.999998,0.002880889,79.0
36.333344,16.833332,0.002880889,26.0
36.50001,16.833332,0.0033953332,3.0
36.66668,16.833332,0.0032410002,80.0
36.833347,16.833332,0.002880889,81.0
35.500004,16.999998,0.0033438888,89.0
35.66667,16.999998,0.0029323334,60.0
